order_id,customer_id,order_date,total_amount,status,shipping_cost
9918,5508,2024-02-02,482.68,Shipped,0.0
9919,5935,2023-11-30,600.2,Shipped,0.0
9920,9204,2025-02-04,290.39,Completed,0.0
9921,5569,2024-11-15,119.24,Completed,0.0
9922,4660,2025-07-04,1656.76,Completed,0.0
9923,4399,2025-02-13,23.3,Completed,0.0
9924,6243,2025-01-21,118.3,Shipped,0.0
9925,9522,2025-01-28,44.86,Completed,0.0
9926,6612,2025-04-22,158.43,Completed,0.0
9927,6713,2024-01-11,60.99,Completed,0.0
9928,2024,2024-08-19,174.66,Completed,0.0
9929,6177,2024-11-11,37.15,Completed,6.99
9930,4508,2025-04-25,83.31,Completed,0.0
9931,3186,2024-11-13,44.3,Completed,0.0
9932,7724,2025-06-11,187.62,Completed,0.0
9933,196,2025-04-24,7.49,Completed,0.0
9934,9983,2025-05-19,126.55,Completed,0.0
9935,1107,2025-07-10,39.83,Completed,5.99
9936,2790,2023-12-11,95.96,Completed,0.0
9937,8731,2024-12-31,784.57,Completed,0.0
9938,4785,2024-08-15,66.36,Completed,0.0
9939,719,2025-07-01,76.98,Completed,0.0
9940,7077,2025-06-30,39.46,Completed,0.0
9941,3996,2025-04-20,625.52,Completed,0.0
9942,306,2024-01-16,26.62,Pending,7.99
9943,5431,2025-02-24,4867.68,Shipped,0.0
9944,8580,2025-07-25,39.14,Pending,0.0
9945,8917,2024-11-06,144.75,Completed,0.0
9946,8187,2025-06-14,329.88,Pending,0.0
9947,2597,2025-09-08,58.2,Cancelled,0.0
9948,2436,2025-08-15,19.93,Cancelled,6.99
9949,8371,2025-05-06,298.32,Completed,0.0
9950,1904,2024-04-11,463.48,Shipped,0.0
9951,9897,2025-07-27,39.95,Completed,7.99
9952,3384,2024-05-22,81.98,Completed,0.0
9953,4176,2025-01-27,177.81,Completed,0.0
9954,7182,2024-11-14,107.8,Shipped,0.0
9955,4543,2024-12-27,5.87,Pending,0.0
9956,5492,2025-03-19,355.46,Cancelled,0.0
9957,8288,2024-04-11,782.37,Shipped,0.0
9958,1284,2024-04-16,1126.18,Completed,0.0
9959,248,2025-01-25,1581.25,Completed,0.0
9960,6643,2025-07-02,580.39,Completed,0.0
9961,982,2024-07-21,85.1,Pending,0.0
9962,4364,2024-04-04,345.14,Completed,0.0
9963,1566,2024-11-04,61.58,Pending,0.0
9964,2142,2025-01-30,36.69,Cancelled,0.0
9965,736,2025-06-11,303.43,Completed,0.0
9966,449,2024-02-24,4472.86,Completed,0.0
9967,7535,2024-02-23,95.1,Completed,0.0
9968,1836,2025-05-08,62.32,Completed,0.0
9969,4716,2025-04-19,105.95,Shipped,0.0
9970,614,2024-05-13,28.7,Shipped,0.0
9971,9626,2024-10-20,60.64,Shipped,0.0
9972,6235,2025-07-23,29.37,Pending,0.0
9973,5629,2024-09-24,147.57,Completed,0.0
9974,877,2024-07-09,2038.74,Completed,0.0
9975,9326,2024-12-10,443.96,Completed,0.0
9976,672,2025-07-19,60.64,Pending,0.0
9977,1631,2024-06-29,38.89,Shipped,0.0
9978,7440,2024-05-20,210.9,Completed,0.0
9979,361,2025-07-07,23.97,Completed,7.99
9980,7374,2024-11-26,115.3,Pending,0.0
9981,3902,2025-05-29,626.56,Completed,0.0
9982,798,2024-06-06,175.91,Completed,0.0
9983,1784,2025-08-15,101.31,Completed,0.0
9984,7052,2025-07-10,69.73,Completed,0.0
9985,67,2025-03-18,28.49,Shipped,4.99
9986,5678,2025-08-08,130.93,Pending,0.0
9987,2091,2024-01-19,147.93,Completed,0.0
9988,6071,2025-07-12,645.97,Completed,0.0
9989,5933,2024-07-02,231.05,Shipped,0.0
9990,8426,2025-01-28,31.99,Completed,7.99
9991,9415,2025-04-19,230.6,Completed,0.0
9992,1056,2024-09-29,558.33,Completed,0.0
9993,6257,2025-07-25,43.28,Completed,0.0
9994,3348,2023-11-26,43.95,Cancelled,0.0
9995,9362,2025-05-20,104.68,Pending,0.0
9996,4102,2025-08-26,456.21,Completed,0.0
9997,7508,2025-05-18,73.46,Shipped,0.0
9998,8686,2025-07-05,33.11,Shipped,7.99
9999,3180,2024-07-23,280.72,Cancelled,0.0
10000,6215,2025-04-01,906.19,Completed,0.0
10001,1364,2024-08-01,76.84,Completed,0.0
10002,7268,2025-07-23,2929.56,Shipped,0.0
10003,1057,2025-04-30,123.33,Shipped,0.0
10004,143,2024-03-01,35.27,Shipped,6.99
10005,4832,2024-09-02,114.4,Completed,0.0
10006,7800,2025-07-06,59.51,Shipped,0.0
10007,2265,2025-05-22,489.48,Shipped,0.0
10008,1925,2025-03-30,109.52,Completed,0.0
10009,2482,2024-11-16,1396.04,Completed,0.0
10010,6978,2024-11-11,24.1,Completed,0.0
10011,7897,2025-04-11,156.65,Completed,0.0
10012,3126,2024-07-05,216.54,Shipped,0.0
10013,9134,2024-07-13,480.46,Completed,0.0
10014,9808,2025-06-28,153.24,Completed,0.0
10015,7051,2024-10-04,2631.65,Pending,0.0
10016,6012,2024-06-13,155.74,Shipped,0.0
10017,4151,2024-10-27,100.28,Completed,0.0
10018,9664,2025-09-06,998.13,Shipped,0.0
10019,9251,2025-08-05,214.79,Completed,0.0
10020,7005,2024-11-04,4.04,Cancelled,0.0
10021,9199,2024-11-18,1324.46,Completed,0.0
10022,1221,2024-09-13,45.99,Pending,0.0
10023,4662,2024-02-25,505.3,Cancelled,0.0
10024,4867,2025-04-16,109.52,Completed,0.0
10025,1798,2025-02-02,13.18,Shipped,4.99
10026,5975,2024-09-22,2093.47,Pending,0.0
10027,2872,2023-11-25,10.16,Cancelled,5.99
10028,8706,2025-03-31,96.19,Shipped,0.0
10029,1618,2023-12-17,204.2,Completed,0.0
10030,7006,2024-02-19,104.56,Completed,0.0
10031,6072,2024-06-10,2028.59,Completed,0.0
10032,4613,2024-10-10,35.31,Completed,0.0
10033,3758,2024-08-18,322.0,Completed,0.0
10034,2033,2025-01-04,5008.08,Completed,0.0
10035,8897,2024-10-18,70.17,Shipped,0.0
10036,9866,2025-03-05,113.55,Completed,0.0
10037,4954,2025-04-09,263.84,Completed,0.0
10038,4315,2025-07-19,35.58,Shipped,4.99
10039,4664,2025-08-25,282.87,Shipped,0.0
10040,9970,2024-02-14,1202.86,Completed,0.0
10041,7052,2024-01-08,19.34,Shipped,5.99
10042,5633,2025-05-02,667.05,Shipped,0.0
10043,5497,2023-11-30,290.64,Completed,0.0
10044,893,2025-08-14,487.65,Completed,0.0
10045,972,2024-07-15,30.39,Pending,6.99
10046,103,2024-08-06,111.13,Completed,0.0
10047,9300,2024-06-12,301.91,Shipped,0.0
10048,6052,2024-10-20,428.86,Shipped,0.0
10049,5146,2024-01-13,202.92,Pending,0.0
10050,3247,2025-02-25,205.17,Pending,0.0
10051,5855,2025-06-06,111.44,Completed,0.0
10052,3713,2025-04-24,474.37,Completed,0.0
10053,3418,2024-11-25,915.25,Completed,0.0
10054,6446,2024-03-08,86.04,Pending,0.0
10055,5418,2025-03-20,313.68,Shipped,0.0
10056,4152,2024-12-28,74.43,Pending,0.0
10057,6518,2024-09-04,750.66,Completed,0.0
10058,3660,2025-02-14,194.71,Completed,0.0
10059,9112,2024-01-17,75.68,Completed,0.0
10060,7507,2024-06-16,212.95,Completed,0.0
10061,4553,2025-09-09,185.71,Shipped,0.0
10062,5674,2024-12-04,354.03,Pending,0.0
10063,2158,2025-07-24,934.65,Pending,0.0
10064,582,2025-08-30,878.56,Completed,0.0
10065,796,2025-03-13,47.95,Completed,0.0
10066,1884,2025-09-04,19.38,Completed,4.99
10067,6045,2024-12-25,1696.19,Completed,0.0
10068,9002,2023-09-14,52.15,Completed,0.0
10069,5221,2025-03-28,197.59,Completed,0.0
10070,573,2023-11-30,76.26,Completed,0.0
10071,1207,2025-06-30,44.91,Completed,0.0
10072,3081,2025-05-07,206.47,Cancelled,0.0
10073,2461,2023-11-17,22.51,Cancelled,6.99
10074,9934,2025-02-08,129.03,Shipped,0.0
10075,4006,2025-08-27,98.87,Completed,0.0
10076,4926,2025-02-18,60.3,Completed,0.0
10077,2614,2025-09-02,394.87,Completed,0.0
10078,1716,2024-01-29,3959.44,Completed,0.0
10079,5246,2025-01-25,1061.8,Completed,0.0
10080,1570,2024-08-31,574.86,Completed,0.0
10081,677,2025-06-03,51.54,Pending,0.0
10082,2514,2025-08-02,217.67,Completed,0.0
10083,8993,2025-02-11,1489.94,Completed,0.0
10084,9334,2025-05-04,190.4,Pending,0.0
10085,3053,2025-01-21,1369.95,Completed,0.0
10086,2032,2025-08-16,115.96,Shipped,0.0
10087,1509,2024-03-29,515.73,Completed,0.0
10088,9303,2023-10-27,1401.96,Completed,0.0
10089,4330,2025-05-14,107.97,Completed,0.0
10090,913,2025-01-31,1.12,Completed,0.0
10091,5244,2025-03-10,198.07,Completed,0.0
10092,5323,2024-05-11,38.09,Completed,0.0
10093,1056,2024-05-28,137.09,Completed,0.0
10094,7631,2024-07-23,27.07,Completed,5.99
10095,7108,2025-08-15,51.33,Shipped,0.0
10096,5671,2025-07-02,35.2,Completed,0.0
10097,1751,2025-08-02,506.52,Shipped,0.0
10098,7576,2025-01-09,1622.55,Shipped,0.0
10099,6388,2024-08-23,1473.77,Cancelled,0.0
10100,3013,2025-09-03,85.14,Cancelled,0.0
10101,3429,2024-12-22,96.54,Completed,0.0
10102,6464,2024-06-29,539.42,Shipped,0.0
10103,5139,2024-04-07,3841.76,Shipped,0.0
10104,8549,2025-05-11,47.43,Completed,0.0
10105,6261,2025-04-07,113.69,Shipped,0.0
10106,5256,2024-09-22,225.4,Shipped,0.0
10107,4392,2025-02-25,17.74,Completed,4.99
10108,7548,2024-10-01,366.19,Completed,0.0
10109,7323,2025-03-23,1430.09,Completed,0.0
10110,9810,2025-08-30,167.99,Pending,0.0
10111,9816,2025-07-16,1501.52,Completed,0.0
10112,5225,2025-04-23,452.25,Completed,0.0
10113,9858,2024-10-04,109.6,Completed,0.0
10114,7952,2025-03-24,9.91,Completed,5.99
10115,9788,2025-07-06,58.36,Shipped,0.0
10116,1990,2024-09-24,73.14,Completed,0.0
10117,8721,2025-07-29,45.66,Completed,0.0
10118,2605,2025-05-10,32.54,Completed,7.99
10119,2408,2024-09-20,50.5,Completed,0.0
10120,64,2024-11-13,187.82,Completed,0.0
10121,2813,2024-05-09,34.09,Completed,4.99
10122,4028,2025-01-15,41.9,Completed,0.0
10123,102,2025-06-07,621.94,Completed,0.0
10124,3136,2025-07-20,204.5,Completed,0.0
10125,1181,2024-06-13,605.27,Completed,0.0
10126,5510,2024-09-10,21.1,Completed,0.0
10127,7531,2025-09-04,262.73,Completed,0.0
10128,2729,2025-01-17,287.06,Cancelled,0.0
10129,7632,2025-07-29,46.81,Shipped,0.0
10130,8591,2024-10-22,260.51,Completed,0.0
10131,405,2025-01-15,306.88,Completed,0.0
10132,2874,2024-09-19,5437.58,Completed,0.0
10133,3269,2024-06-13,256.7,Completed,0.0
10134,2695,2024-08-09,124.3,Completed,0.0
10135,2468,2024-05-31,7.38,Completed,0.0
10136,4316,2024-11-14,34.98,Cancelled,0.0
10137,1922,2025-02-01,63.98,Completed,0.0
10138,3960,2023-10-11,289.3,Pending,0.0
10139,6841,2024-11-24,19.07,Pending,7.99
10140,9733,2023-11-04,30.55,Completed,6.99
10141,4849,2025-05-23,550.52,Completed,0.0
10142,7624,2025-02-11,27.99,Completed,7.99
10143,3369,2024-11-29,29.46,Completed,0.0
10144,7873,2025-01-13,46.74,Shipped,0.0
10145,680,2025-05-02,494.64,Completed,0.0
10146,7507,2024-01-19,60.74,Completed,0.0
10147,748,2025-03-17,56.75,Shipped,0.0
10148,1322,2025-08-10,222.14,Completed,0.0
10149,7928,2025-03-30,862.5,Completed,0.0
10150,3749,2023-10-21,67.16,Completed,0.0
10151,5863,2024-07-28,107.91,Completed,0.0
10152,4790,2025-07-22,110.33,Completed,0.0
10153,534,2023-12-08,29.47,Shipped,4.99
10154,1819,2024-10-17,54.88,Completed,0.0
10155,2342,2024-03-18,325.4,Shipped,0.0
10156,6695,2024-09-24,38.69,Completed,6.99
10157,5007,2024-01-14,71.14,Completed,0.0
10158,4546,2025-06-15,39.79,Shipped,5.99
10159,9661,2024-09-20,152.19,Completed,0.0
10160,7228,2025-04-06,66.06,Pending,0.0
10161,4908,2025-07-17,481.4,Completed,0.0
10162,7979,2024-11-25,166.3,Shipped,0.0
10163,4486,2025-06-06,238.49,Completed,0.0
10164,1236,2025-07-16,1873.5,Completed,0.0
10165,9901,2025-03-12,122.28,Completed,0.0
10166,7656,2024-06-14,1838.52,Pending,0.0
10167,1146,2025-06-06,84.03,Pending,0.0
10168,7421,2025-04-01,28.83,Completed,5.99
10169,1476,2025-07-28,94.86,Completed,0.0
10170,2922,2024-10-03,340.94,Completed,0.0
10171,5680,2024-09-06,26.42,Completed,6.99
10172,7697,2025-05-16,396.66,Completed,0.0
10173,5416,2024-01-30,243.58,Completed,0.0
10174,4939,2024-05-23,52.82,Shipped,0.0
10175,1605,2024-06-18,178.09,Shipped,0.0
10176,5048,2025-01-08,745.53,Completed,0.0
10177,8744,2024-08-22,109.0,Completed,0.0
10178,8176,2025-08-23,152.43,Completed,0.0
10179,7620,2025-07-24,2539.74,Completed,0.0
10180,6118,2025-06-12,1221.5,Completed,0.0
10181,7930,2025-05-09,26.74,Completed,4.99
10182,1837,2025-04-13,2405.72,Shipped,0.0
10183,5905,2025-06-24,143.27,Completed,0.0
10184,6477,2025-04-06,399.35,Shipped,0.0
10185,7274,2023-12-14,264.79,Completed,0.0
10186,9317,2024-08-13,20.66,Completed,7.99
10187,1383,2024-12-06,169.29,Completed,0.0
10188,9963,2025-05-12,312.13,Completed,0.0
10189,3401,2024-12-25,2263.01,Pending,0.0
10190,8057,2024-01-12,452.34,Completed,0.0
10191,8227,2025-08-19,40.67,Completed,5.99
10192,2205,2025-09-02,172.0,Shipped,0.0
10193,3345,2025-06-21,58.43,Completed,0.0
10194,3015,2025-01-30,46.1,Completed,0.0
10195,7920,2024-11-29,54.12,Shipped,0.0
10196,9973,2025-07-12,757.26,Completed,0.0
10197,1629,2024-10-26,56.79,Completed,0.0
10198,6765,2024-06-21,307.06,Completed,0.0
10199,9522,2024-10-26,1970.77,Shipped,0.0
10200,5746,2024-07-17,370.46,Completed,0.0
10201,9752,2024-01-26,1523.4,Completed,0.0
10202,8997,2024-11-15,35.76,Completed,7.99
10203,1291,2025-08-03,93.92,Pending,0.0
10204,7011,2025-08-14,431.08,Completed,0.0
10205,2587,2025-09-09,9.38,Pending,0.0
10206,6124,2025-08-13,85.74,Shipped,0.0
10207,4931,2025-03-29,81.5,Completed,0.0
10208,2551,2024-03-15,32.66,Completed,4.99
10209,956,2025-08-17,28.36,Completed,0.0
10210,8772,2024-10-04,70.3,Completed,0.0
10211,1998,2025-04-17,438.82,Completed,0.0
10212,6984,2024-05-27,16.07,Pending,5.99
10213,9858,2024-06-27,118.3,Shipped,0.0
10214,7130,2025-04-21,112.84,Pending,0.0
10215,2131,2023-10-17,558.62,Shipped,0.0
10216,7210,2025-08-21,206.61,Completed,0.0
10217,6300,2025-09-09,171.24,Pending,0.0
10218,3741,2025-02-04,24.87,Completed,6.99
10219,2501,2023-09-24,152.5,Pending,0.0
10220,9835,2025-04-27,131.06,Completed,0.0
10221,7452,2025-07-31,42.16,Completed,0.0
10222,5308,2025-05-16,36.69,Completed,6.99
10223,6768,2024-03-15,82.14,Completed,0.0
10224,1498,2025-08-14,44.49,Completed,0.0
10225,8814,2025-01-10,42.55,Pending,0.0
10226,3145,2024-05-06,54.68,Pending,0.0
10227,9652,2024-10-06,72.43,Shipped,0.0
10228,8026,2025-09-01,131.06,Completed,0.0
10229,293,2025-07-17,998.13,Completed,0.0
10230,8847,2025-07-15,177.5,Completed,0.0
10231,2805,2025-09-04,791.64,Completed,0.0
10232,7605,2025-09-05,199.37,Completed,0.0
10233,7140,2024-05-02,297.02,Pending,0.0
10234,7829,2025-08-28,46.6,Completed,0.0
10235,6204,2025-06-27,11.39,Shipped,4.99
10236,1622,2025-07-26,26.27,Completed,4.99
10237,7872,2023-11-17,184.15,Completed,0.0
10238,4015,2024-05-17,3689.37,Pending,0.0
10239,3506,2025-08-20,185.91,Pending,0.0
10240,8711,2025-09-08,536.95,Completed,0.0
10241,2686,2025-07-29,102.96,Pending,0.0
10242,28,2024-08-04,118.64,Completed,0.0
10243,266,2025-01-17,1363.54,Completed,0.0
10244,9499,2025-04-05,314.94,Pending,0.0
10245,7106,2024-08-23,838.08,Pending,0.0
10246,6907,2025-03-27,164.61,Completed,0.0
10247,5076,2024-04-05,18.21,Completed,5.99
10248,5820,2025-06-17,44.13,Shipped,0.0
10249,811,2025-04-17,68.2,Shipped,0.0
10250,4677,2025-07-24,321.09,Completed,0.0
10251,3391,2025-04-23,93.55,Cancelled,0.0
10252,611,2025-08-09,29.25,Shipped,6.99
10253,4547,2025-05-10,13.62,Completed,0.0
10254,5028,2025-06-09,145.88,Completed,0.0
10255,5725,2024-09-23,234.52,Completed,0.0
10256,203,2024-07-12,39.74,Shipped,6.99
10257,402,2025-01-13,228.15,Completed,0.0
10258,2028,2024-11-12,170.52,Shipped,0.0
10259,9082,2025-02-26,6.7,Completed,0.0
10260,179,2024-09-25,621.62,Completed,0.0
10261,5818,2024-09-03,250.1,Pending,0.0
10262,1980,2024-07-03,172.78,Completed,0.0
10263,7186,2024-02-06,213.88,Shipped,0.0
10264,3985,2025-05-13,154.88,Completed,0.0
10265,5666,2024-01-03,14.99,Completed,6.99
10266,5022,2025-05-18,1680.68,Completed,0.0
10267,5523,2025-04-22,102.65,Completed,0.0
10268,5513,2024-09-10,21.77,Completed,5.99
10269,2984,2025-06-20,78.33,Completed,0.0
10270,8543,2024-11-08,365.83,Completed,0.0
10271,4283,2025-01-30,12.66,Completed,0.0
10272,5529,2025-07-14,2417.65,Cancelled,0.0
10273,7989,2025-06-07,63.66,Completed,0.0
10274,7276,2025-09-05,146.84,Completed,0.0
10275,2788,2024-11-26,90.24,Shipped,0.0
10276,4627,2025-07-23,22.22,Completed,4.99
10277,6562,2024-09-12,34.88,Shipped,0.0
10278,6353,2024-12-09,59.08,Completed,0.0
10279,4809,2024-08-20,33.84,Completed,5.99
10280,8630,2025-08-09,103.95,Completed,0.0
10281,5889,2024-05-22,56.74,Shipped,0.0
10282,5738,2024-09-28,572.68,Completed,0.0
10283,2359,2024-02-03,17.01,Completed,6.99
10284,8575,2025-02-17,114.27,Completed,0.0
10285,5391,2025-05-24,221.61,Pending,0.0
10286,4217,2025-06-12,42.62,Completed,7.99
10287,407,2023-11-30,616.11,Cancelled,0.0
10288,4341,2025-07-26,610.45,Completed,0.0
10289,66,2023-10-30,201.0,Completed,0.0
10290,228,2025-07-04,176.0,Completed,0.0
10291,2185,2025-07-25,37.87,Completed,6.99
10292,6801,2025-02-06,85.11,Completed,0.0
10293,9705,2025-01-13,329.09,Cancelled,0.0
10294,7752,2024-11-30,173.75,Completed,0.0
10295,9122,2024-07-17,113.53,Completed,0.0
10296,5824,2025-09-07,1248.71,Completed,0.0
10297,1181,2024-07-26,13.15,Completed,4.99
10298,9232,2025-07-16,541.19,Completed,0.0
10299,1102,2025-09-07,111.16,Pending,0.0
10300,2100,2024-08-17,314.53,Shipped,0.0
10301,514,2025-04-25,120.41,Completed,0.0
10302,1833,2025-02-18,27.51,Shipped,7.99
10303,7138,2025-07-29,67.19,Completed,0.0
10304,5808,2025-07-22,113.4,Shipped,0.0
10305,3117,2024-03-31,56.67,Completed,0.0
10306,5851,2024-08-11,510.21,Completed,0.0
10307,7599,2025-02-15,116.18,Completed,0.0
10308,4344,2025-06-24,174.2,Completed,0.0
10309,4629,2025-07-10,738.66,Cancelled,0.0
10310,6185,2025-03-24,19.16,Pending,0.0
10311,8982,2025-08-04,160.6,Shipped,0.0
10312,1301,2025-07-18,1843.35,Completed,0.0
10313,1948,2025-05-31,75.11,Completed,0.0
10314,2243,2024-10-14,1108.38,Completed,0.0
10315,9287,2025-02-04,12.54,Completed,5.99
10316,1359,2024-09-05,618.82,Shipped,0.0
10317,3657,2025-09-06,25.78,Completed,6.99
10318,308,2025-09-03,21.53,Completed,4.99
10319,1451,2025-05-21,35.3,Completed,0.0
10320,7367,2025-07-27,39.58,Shipped,0.0
10321,2124,2024-09-05,217.82,Completed,0.0
10322,4883,2025-07-14,192.29,Completed,0.0
10323,2843,2024-11-26,87.27,Completed,0.0
10324,1665,2025-04-15,151.97,Cancelled,0.0
10325,6374,2024-02-04,3.92,Pending,0.0
10326,3949,2025-05-19,12.66,Completed,0.0
10327,9587,2024-12-23,145.4,Shipped,0.0
10328,4073,2025-03-05,97.33,Completed,0.0
10329,3635,2025-08-06,56.68,Completed,0.0
10330,215,2024-06-04,101.5,Completed,0.0
10331,3073,2025-02-08,1347.33,Shipped,0.0
10332,4473,2024-09-12,174.6,Completed,0.0
10333,2460,2024-10-13,124.68,Completed,0.0
10334,3707,2025-08-16,34.06,Completed,5.99
10335,1207,2025-02-02,383.47,Completed,0.0
10336,8602,2025-03-17,95.42,Shipped,0.0
10337,3470,2025-03-02,38.14,Completed,0.0
10338,8408,2023-12-23,469.47,Completed,0.0
10339,4848,2025-09-03,331.22,Completed,0.0
10340,349,2025-03-08,292.13,Completed,0.0
10341,3652,2025-01-20,1934.81,Completed,0.0
10342,2879,2025-08-25,724.51,Completed,0.0
10343,4750,2025-07-31,293.1,Shipped,0.0
10344,3995,2025-04-21,364.57,Cancelled,0.0
10345,3,2024-01-31,2150.02,Completed,0.0
10346,1118,2025-08-11,88.65,Shipped,0.0
10347,9275,2023-11-22,208.94,Completed,0.0
10348,6884,2025-09-06,3045.58,Completed,0.0
10349,1518,2023-12-09,21.74,Pending,4.99
10350,4847,2025-08-24,147.35,Completed,0.0
10351,3580,2025-05-10,232.11,Shipped,0.0
10352,2380,2025-05-17,29.09,Completed,5.99
10353,9205,2024-01-25,54.7,Completed,0.0
10354,4265,2025-06-25,285.0,Completed,0.0
10355,2824,2024-03-16,496.06,Completed,0.0
10356,849,2025-02-17,500.69,Completed,0.0
10357,9897,2025-06-16,10.69,Cancelled,5.99
10358,5037,2025-07-08,328.56,Completed,0.0
10359,206,2025-05-08,839.5,Completed,0.0
10360,521,2025-07-17,14.25,Shipped,7.99
10361,3577,2025-07-26,187.36,Completed,0.0
10362,5114,2024-04-22,9.15,Completed,4.99
10363,6259,2025-07-15,77.76,Pending,0.0
10364,6808,2024-03-15,11.54,Completed,7.99
10365,2135,2025-05-20,286.7,Shipped,0.0
10366,4839,2025-09-03,39.69,Completed,4.99
10367,2476,2024-08-19,39.12,Shipped,0.0
10368,5818,2024-06-29,39.44,Completed,7.99
10369,4546,2024-12-16,236.6,Completed,0.0
10370,7794,2025-03-15,55.34,Shipped,0.0
10371,786,2025-05-12,90.99,Cancelled,0.0
10372,8144,2025-09-09,18.58,Completed,6.99
10373,7709,2025-08-23,38.11,Pending,0.0
10374,4098,2025-07-07,5646.37,Completed,0.0
10375,5198,2025-08-31,736.2,Completed,0.0
10376,2158,2024-12-07,166.04,Completed,0.0
10377,8871,2024-07-31,28.69,Completed,5.99
10378,3529,2025-03-19,41.73,Completed,6.99
10379,3560,2024-07-18,119.98,Completed,0.0
10380,8135,2025-03-14,223.88,Completed,0.0
10381,8563,2025-09-04,33.69,Completed,4.99
10382,2938,2025-04-11,438.42,Completed,0.0
10383,8173,2024-09-20,54.78,Completed,0.0
10384,8139,2025-08-03,2445.11,Completed,0.0
10385,5142,2025-08-28,11.05,Completed,6.99
10386,722,2024-07-06,219.4,Completed,0.0
10387,924,2025-07-28,39.6,Completed,0.0
10388,5392,2025-01-19,366.24,Cancelled,0.0
10389,7658,2024-12-18,101.16,Completed,0.0
10390,836,2025-03-17,106.54,Completed,0.0
10391,2494,2023-12-03,36.58,Completed,5.99
10392,2980,2025-01-03,725.61,Cancelled,0.0
10393,2425,2024-12-29,300.8,Shipped,0.0
10394,4522,2025-06-04,1475.84,Shipped,0.0
10395,2377,2025-03-03,1262.19,Shipped,0.0
10396,454,2025-05-12,49.56,Completed,0.0
10397,3460,2025-05-09,238.94,Completed,0.0
10398,3548,2025-02-02,226.71,Completed,0.0
10399,1149,2024-01-26,38.06,Completed,0.0
10400,523,2025-01-19,38.99,Completed,0.0
10401,4578,2024-06-24,135.22,Completed,0.0
10402,122,2024-11-19,133.41,Completed,0.0
10403,3619,2025-06-03,88.86,Completed,0.0
10404,6631,2025-02-19,46.96,Shipped,0.0
10405,3723,2025-06-22,1769.76,Completed,0.0
10406,3084,2025-02-03,41.8,Completed,0.0
10407,5931,2024-03-11,28.66,Completed,5.99
10408,6724,2025-06-08,20.75,Completed,0.0
10409,4814,2025-02-09,749.74,Shipped,0.0
10410,3308,2024-08-08,774.25,Shipped,0.0
10411,3643,2025-01-13,235.84,Completed,0.0
10412,2818,2025-03-27,186.67,Cancelled,0.0
10413,7422,2024-12-14,146.76,Completed,0.0
10414,7048,2025-09-02,150.43,Completed,0.0
10415,9677,2024-03-21,102.87,Completed,0.0
10416,8469,2025-04-15,42.28,Completed,0.0
10417,5589,2024-04-05,92.28,Completed,0.0
10418,7388,2023-11-22,165.01,Completed,0.0
10419,9441,2024-11-19,383.55,Completed,0.0
10420,9317,2025-02-07,62.77,Completed,0.0
10421,9850,2024-08-31,239.78,Shipped,0.0
10422,9946,2025-07-16,289.52,Completed,0.0
10423,3403,2025-05-20,22.2,Completed,4.99
10424,4333,2025-08-16,112.3,Shipped,0.0
10425,8944,2025-06-21,202.0,Shipped,0.0
10426,165,2025-06-23,2791.3,Shipped,0.0
10427,6990,2025-07-02,1269.87,Completed,0.0
10428,9885,2024-10-01,97.77,Completed,0.0
10429,1957,2024-08-19,116.64,Completed,0.0
10430,3861,2025-01-10,215.26,Pending,0.0
10431,2776,2025-03-09,10.54,Completed,0.0
10432,1769,2024-10-16,66.5,Pending,0.0
10433,6227,2025-05-08,27.11,Pending,4.99
10434,6622,2023-11-25,301.73,Shipped,0.0
10435,783,2024-09-20,159.74,Completed,0.0
10436,7821,2025-04-15,94.01,Completed,0.0
10437,9147,2024-07-12,38.29,Completed,7.99
10438,9852,2025-03-14,1489.62,Completed,0.0
10439,141,2024-07-28,466.05,Completed,0.0
10440,720,2025-08-16,207.82,Completed,0.0
10441,1651,2024-02-29,541.24,Completed,0.0
10442,7886,2023-10-09,173.6,Completed,0.0
10443,3574,2024-02-19,219.2,Completed,0.0
10444,1016,2025-08-31,94.45,Completed,0.0
10445,4384,2024-11-07,4367.04,Shipped,0.0
10446,8535,2024-09-05,132.44,Completed,0.0
10447,6293,2024-02-29,84.8,Completed,0.0
10448,6354,2025-03-29,41.54,Completed,6.99
10449,9168,2025-07-06,94.22,Completed,0.0
10450,3121,2025-06-07,24.51,Completed,6.99
10451,1824,2025-07-09,1370.49,Completed,0.0
10452,4427,2025-08-15,358.98,Completed,0.0
10453,11,2024-07-31,35.34,Completed,5.99
10454,4605,2025-08-07,115.32,Completed,0.0
10455,9661,2025-04-18,878.5,Completed,0.0
10456,9306,2025-02-10,304.65,Completed,0.0
10457,8814,2023-11-28,113.66,Shipped,0.0
10458,901,2025-06-16,83.99,Completed,0.0
10459,3748,2024-11-03,97.06,Completed,0.0
10460,1472,2024-10-06,14.02,Shipped,0.0
10461,6862,2024-05-25,59.32,Completed,0.0
10462,3104,2024-11-19,44.33,Completed,0.0
10463,8519,2025-08-26,244.74,Completed,0.0
10464,74,2024-11-20,494.3,Pending,0.0
10465,251,2025-08-22,42.08,Completed,0.0
10466,2498,2025-07-03,1318.46,Pending,0.0
10467,4629,2025-07-03,7.65,Completed,5.99
10468,8488,2024-09-07,1015.1,Completed,0.0
10469,298,2024-10-23,79.87,Shipped,0.0
