order_item_id,order_id,product_id,quantity,unit_price
23307,10605,898,2,69.83
23308,10606,786,1,8.53
23309,10606,381,1,1329.83
23310,10606,712,1,56.79
23311,10607,330,1,28.94
23312,10608,688,1,20.02
23313,10608,56,1,48.12
23314,10608,621,2,6.03
23315,10609,64,1,5.73
23316,10609,293,4,68.72
23317,10610,765,1,5.77
23318,10610,748,2,28.6
23319,10610,549,3,26.14
23320,10610,497,1,199.18
23321,10611,875,1,16.85
23322,10611,438,1,14.07
23323,10611,650,2,1164.68
23324,10611,529,1,1205.87
23325,10612,999,3,27.68
23326,10613,295,1,81.97
23327,10614,501,1,34.1
23328,10614,782,1,936.25
23329,10615,872,1,3.84
23330,10616,918,1,17.21
23331,10616,905,2,28.01
23332,10616,702,5,50.07
23333,10617,491,1,18.35
23334,10618,765,1,5.77
23335,10618,119,1,29.37
23336,10618,638,2,6.7
23337,10619,951,2,23.92
23338,10619,888,3,7.85
23339,10620,563,1,5.81
23340,10621,105,4,7.46
23341,10621,661,1,8.87
23342,10622,749,2,14.64
23343,10622,130,1,32.75
23344,10622,7,3,6.62
23345,10622,544,1,3.55
23346,10623,462,1,57.24
23347,10623,214,1,10.1
23348,10623,738,1,110.09
23349,10623,900,5,42.56
23350,10624,272,2,68.84
23351,10624,972,2,86.67
23352,10624,796,1,59.21
23353,10624,974,2,25.31
23354,10625,223,4,25.41
23355,10626,402,1,4.29
23356,10626,145,1,15.7
23357,10627,240,3,28.07
23358,10628,97,1,42.48
23359,10629,16,1,111.26
23360,10630,272,1,68.84
23361,10630,963,1,41.43
23362,10630,407,1,34.88
23363,10630,469,4,7.09
23364,10631,186,1,19.79
23365,10632,153,2,280.72
23366,10632,976,3,48.85
23367,10633,984,1,36.67
23368,10634,209,1,56.83
23369,10635,433,1,40.41
23370,10635,329,2,22.38
23371,10635,849,2,15.52
23372,10636,958,2,8.63
23373,10636,79,2,5.87
23374,10636,490,1,21.04
23375,10636,728,3,13.94
23376,10637,534,1,62.57
23377,10637,178,3,8.1
23378,10638,67,1,31.46
23379,10639,356,1,8.2
23380,10639,889,2,30.5
23381,10640,864,1,18.16
23382,10641,998,1,174.67
23383,10642,388,1,6.64
23384,10642,598,5,163.22
23385,10642,747,2,6.82
23386,10643,291,3,49.08
23387,10644,718,1,49.8
23388,10645,624,4,25.45
23389,10646,419,2,28.85
23390,10646,418,4,1280.35
23391,10647,526,3,25.33
23392,10648,109,1,5.43
23393,10648,121,1,14.79
23394,10649,498,1,38.11
23395,10649,806,1,38.44
23396,10650,997,3,33.18
23397,10651,505,1,111.27
23398,10651,310,1,41.75
23399,10651,921,1,25.25
23400,10652,420,1,20.95
23401,10652,768,1,1157.97
23402,10652,111,1,120.54
23403,10653,755,1,234.37
23404,10654,635,3,56.04
23405,10655,323,1,7.99
23406,10655,380,5,39.77
23407,10655,25,2,31.45
23408,10655,584,2,46.86
23409,10655,872,3,3.84
23410,10656,131,2,44.85
23411,10657,428,4,998.13
23412,10657,723,3,28.7
23413,10658,684,1,124.3
23414,10658,535,2,1455.68
23415,10658,80,2,22.74
23416,10659,270,1,57.23
23417,10659,319,1,42.23
23418,10659,535,4,1455.68
23419,10659,262,3,263.22
23420,10660,635,3,56.04
23421,10660,571,2,32.6
23422,10661,535,1,1455.68
23423,10661,938,1,26.34
23424,10662,755,2,234.37
23425,10662,867,2,108.58
23426,10662,728,1,13.94
23427,10662,36,1,38.99
23428,10663,498,3,38.11
23429,10663,713,1,21.75
23430,10664,63,1,83.54
23431,10664,668,1,8.19
23432,10665,879,1,40.76
23433,10665,601,1,8.71
23434,10665,644,2,106.54
23435,10665,321,2,104.02
23436,10666,568,1,26.36
23437,10666,663,2,1.34
23438,10666,70,1,34.16
23439,10667,682,3,7.27
23440,10667,96,1,21.78
23441,10667,276,3,25.98
23442,10668,514,1,54.87
23443,10669,428,1,998.13
23444,10669,277,1,26.89
23445,10670,4,3,25.27
23446,10670,206,1,11.84
23447,10671,568,2,26.36
23448,10671,471,4,46.81
23449,10671,769,1,99.96
23450,10671,124,1,6.29
23451,10672,138,1,38.09
23452,10673,780,3,4.25
23453,10673,746,2,20.13
23454,10673,85,1,44.75
23455,10673,507,1,76.37
23456,10673,764,4,19.57
23457,10674,184,1,22.7
23458,10674,385,1,54.88
23459,10674,471,1,46.81
23460,10674,295,1,81.97
23461,10675,146,1,179.5
23462,10675,936,1,27.05
23463,10676,168,1,113.84
23464,10676,908,1,46.9
23465,10677,29,1,19.36
23466,10677,587,1,18.95
23467,10677,707,1,37.66
23468,10678,912,2,66.1
23469,10678,305,2,31.13
23470,10678,723,2,28.7
23471,10679,99,2,33.59
23472,10680,299,1,27.04
23473,10680,671,2,27.89
23474,10680,519,1,60.3
23475,10680,652,1,28.86
23476,10681,629,1,59.61
23477,10682,999,2,27.68
23478,10682,553,1,3.97
23479,10683,116,1,27.32
23480,10684,841,1,307.06
23481,10684,186,1,19.79
23482,10685,950,2,3.34
23483,10685,958,1,8.63
23484,10685,999,1,27.68
23485,10685,883,1,8.56
23486,10686,910,1,27.64
23487,10687,636,1,11.89
23488,10687,765,1,5.77
23489,10687,238,1,18.26
23490,10688,290,4,1202.86
23491,10688,870,3,20.9
23492,10689,177,2,26.06
23493,10689,947,1,7.87
23494,10689,615,1,44.96
23495,10690,994,2,3.8
23496,10690,44,1,12.65
23497,10690,651,3,58.26
23498,10690,96,2,21.78
23499,10691,497,1,199.18
23500,10691,84,1,261.71
23501,10692,524,3,16.83
23502,10692,697,1,117.03
23503,10693,673,1,5.29
23504,10694,615,1,44.96
23505,10694,188,3,80.26
23506,10694,512,1,38.8
23507,10694,391,3,74.31
23508,10695,144,1,36.06
23509,10695,244,1,17.04
23510,10695,675,1,41.86
23511,10696,372,4,36.43
23512,10696,248,2,23.91
23513,10697,873,3,79.52
23514,10697,915,1,47.11
23515,10698,274,2,15.16
23516,10699,409,1,4.19
23517,10700,188,1,80.26
23518,10701,779,1,126.41
23519,10701,377,1,58.61
23520,10701,100,1,29.82
23521,10701,830,1,1689.92
23522,10702,839,1,15.77
23523,10702,433,3,40.41
23524,10702,404,3,9.71
23525,10703,605,1,5.2
23526,10704,70,1,34.16
23527,10704,812,4,8.97
23528,10705,235,1,36.26
23529,10706,403,1,66.22
23530,10707,786,3,8.53
23531,10708,961,1,15.58
23532,10708,304,1,8.1
23533,10708,55,1,61.82
23534,10709,437,1,115.3
23535,10710,59,1,78.59
23536,10710,543,3,21.19
23537,10711,240,1,28.07
23538,10712,906,2,6.16
23539,10712,413,2,50.44
23540,10713,845,1,1367.7
23541,10713,985,1,165.57
23542,10713,179,1,4.0
23543,10713,172,1,3.7
23544,10714,104,2,91.9
23545,10714,620,1,209.94
23546,10715,694,1,60.64
23547,10715,800,3,29.96
23548,10716,492,2,46.04
23549,10716,215,3,10.96
23550,10717,670,1,103.67
23551,10718,329,2,22.38
23552,10718,48,1,219.78
23553,10719,832,2,29.31
23554,10720,202,1,60.09
23555,10720,634,1,7.38
23556,10721,754,2,1360.04
23557,10721,482,4,11.01
23558,10721,480,4,52.0
23559,10722,129,1,58.63
23560,10722,27,1,64.4
23561,10722,653,1,218.4
23562,10723,836,1,33.94
23563,10723,481,1,66.81
23564,10723,910,1,27.64
23565,10724,778,2,37.64
23566,10724,499,1,5.86
23567,10725,977,4,72.78
23568,10725,466,1,6.25
23569,10725,981,3,4.11
23570,10726,83,4,17.73
23571,10726,876,4,30.32
23572,10726,4,1,25.27
23573,10727,968,2,81.44
23574,10728,1000,1,2.53
23575,10729,263,1,38.23
23576,10729,30,1,22.83
23577,10729,926,3,63.41
23578,10730,876,1,30.32
23579,10731,59,2,78.59
23580,10731,149,2,97.67
23581,10731,631,1,22.76
23582,10731,75,2,41.7
23583,10732,471,3,46.81
23584,10732,848,1,8.98
23585,10732,608,1,22.68
23586,10733,499,1,5.86
23587,10733,332,1,158.96
23588,10734,896,4,6.92
23589,10734,655,1,110.25
23590,10734,147,4,698.8
23591,10734,26,1,44.06
23592,10734,481,1,66.81
23593,10735,806,2,38.44
23594,10735,266,3,26.03
23595,10735,474,4,60.73
23596,10736,924,1,31.72
23597,10736,884,1,20.0
23598,10737,316,1,59.65
23599,10738,849,2,15.52
23600,10739,599,1,15.44
23601,10740,463,2,45.13
23602,10740,532,2,6.65
23603,10741,694,1,60.64
23604,10742,444,1,24.0
23605,10742,661,1,8.87
23606,10742,611,1,39.3
23607,10743,295,1,81.97
23608,10743,511,1,7.71
23609,10743,472,2,23.07
23610,10744,835,2,5.27
23611,10745,332,2,158.96
23612,10745,709,2,19.21
23613,10745,261,2,29.1
23614,10746,459,2,90.99
23615,10746,227,5,12.18
23616,10747,585,2,104.42
23617,10748,933,2,16.83
23618,10749,385,1,54.88
23619,10749,975,2,9.31
23620,10749,918,1,17.21
23621,10749,820,2,296.51
23622,10750,104,2,91.9
23623,10750,492,1,46.04
23624,10750,185,1,2.5
23625,10751,582,1,72.56
23626,10751,577,1,171.48
23627,10752,548,1,24.1
23628,10752,631,1,22.76
23629,10752,207,1,6.26
23630,10753,219,1,13.86
23631,10754,156,2,81.5
23632,10755,883,1,8.56
23633,10755,416,1,109.23
23634,10755,227,2,12.18
23635,10755,196,2,19.56
23636,10756,42,2,19.87
23637,10757,613,1,56.75
23638,10758,818,1,38.49
23639,10758,810,2,162.66
23640,10759,558,1,924.94
23641,10759,444,3,24.0
23642,10759,233,2,3.14
23643,10759,48,1,219.78
23644,10760,627,1,30.84
23645,10760,70,1,34.16
23646,10760,235,5,36.26
23647,10761,25,1,31.45
23648,10761,675,1,41.86
23649,10762,252,3,21.13
23650,10762,65,2,17.23
23651,10763,356,2,8.2
23652,10764,638,1,6.7
23653,10764,122,1,65.93
23654,10765,733,1,1.04
23655,10765,417,1,6.81
23656,10765,896,1,6.92
23657,10766,969,1,1658.18
23658,10766,118,1,5.13
23659,10766,708,1,48.5
23660,10766,853,2,33.66
23661,10767,210,2,14.55
23662,10767,734,1,4.47
23663,10767,437,1,115.3
23664,10768,687,1,96.47
23665,10768,558,1,924.94
23666,10769,190,1,130.8
23667,10770,576,1,7.29
23668,10771,318,1,12.08
23669,10771,604,1,1026.64
23670,10771,751,1,58.0
23671,10772,822,3,31.66
23672,10773,802,4,31.49
23673,10773,475,1,4.28
23674,10774,998,1,174.67
23675,10774,458,2,101.5
23676,10774,651,2,58.26
23677,10774,988,1,16.75
23678,10774,828,1,39.44
23679,10775,62,1,12.05
23680,10775,894,2,10.84
23681,10775,680,2,49.77
23682,10775,642,2,39.88
23683,10776,117,2,1.96
23684,10776,985,1,165.57
23685,10776,388,1,6.64
23686,10776,941,2,13.69
23687,10777,150,4,90.83
23688,10778,390,2,189.48
23689,10778,598,3,163.22
23690,10778,463,1,45.13
23691,10778,674,5,76.25
23692,10779,816,2,44.51
23693,10780,461,2,30.07
23694,10780,351,1,37.15
23695,10780,702,5,50.07
23696,10781,21,2,25.96
23697,10782,261,4,29.1
23698,10782,915,2,47.11
23699,10783,899,1,914.84
23700,10783,421,3,11.55
23701,10784,900,4,42.56
23702,10784,352,2,19.4
23703,10785,315,2,31.3
23704,10785,284,1,305.07
23705,10785,354,1,54.63
23706,10785,117,2,1.96
23707,10786,295,4,81.97
23708,10786,517,2,5.79
23709,10787,857,3,54.68
23710,10788,215,1,10.96
23711,10788,779,2,126.41
23712,10789,562,1,48.28
23713,10790,611,3,39.3
23714,10791,55,1,61.82
23715,10791,383,4,112.3
23716,10792,975,1,9.31
23717,10793,850,1,55.09
23718,10793,374,2,298.53
23719,10793,244,2,17.04
23720,10794,815,2,2.57
23721,10795,803,1,14.98
23722,10795,783,1,82.14
23723,10795,718,1,49.8
23724,10795,407,1,34.88
23725,10796,788,1,93.27
23726,10796,456,1,9.79
23727,10797,492,1,46.04
23728,10797,451,1,175.02
23729,10797,636,1,11.89
23730,10798,712,4,56.79
23731,10799,418,1,1280.35
23732,10799,293,2,68.72
23733,10800,468,2,41.9
23734,10800,714,3,51.41
23735,10800,174,1,5.92
23736,10800,825,2,277.91
23737,10800,925,2,79.87
23738,10801,252,3,21.13
23739,10801,916,1,1082.75
23740,10802,804,1,4.2
23741,10802,512,3,38.8
23742,10803,75,4,41.7
23743,10803,583,4,58.4
23744,10803,762,1,4.22
23745,10803,475,2,4.28
23746,10803,795,2,60.95
23747,10804,453,1,190.08
23748,10804,64,2,5.73
23749,10804,976,3,48.85
23750,10805,41,2,13.62
23751,10805,886,2,5.26
23752,10805,336,3,38.67
23753,10806,107,1,2.38
23754,10807,441,2,97.63
23755,10808,496,2,51.35
23756,10808,837,1,5.27
23757,10808,831,1,24.19
23758,10808,119,1,29.37
23759,10809,453,1,190.08
23760,10810,614,1,73.57
23761,10810,515,1,35.68
23762,10810,771,1,26.65
23763,10811,455,1,142.5
23764,10811,165,1,5.03
23765,10812,664,1,523.3
23766,10812,329,3,22.38
23767,10812,33,1,47.88
23768,10812,268,1,9.77
23769,10813,840,3,899.86
23770,10814,168,1,113.84
23771,10814,267,1,30.74
23772,10815,831,3,24.19
23773,10815,623,2,20.71
23774,10816,383,1,112.3
23775,10816,281,2,298.32
23776,10816,84,2,261.71
23777,10817,438,1,14.07
23778,10817,568,2,26.36
23779,10818,98,1,57.12
23780,10818,327,1,30.97
23781,10818,105,2,7.46
23782,10819,494,1,34.46
23783,10819,317,1,6.55
23784,10820,369,1,83.31
23785,10820,679,4,2.03
23786,10820,103,1,12.43
23787,10821,570,1,33.25
23788,10821,393,1,58.43
23789,10822,369,1,83.31
23790,10823,467,2,4.17
23791,10823,216,2,34.68
23792,10823,617,1,1482.03
23793,10824,3,1,10.59
23794,10824,42,1,19.87
23795,10825,50,1,12.57
23796,10825,854,1,77.76
23797,10825,149,3,97.67
23798,10826,301,3,31.34
23799,10826,784,2,4.7
23800,10826,398,2,56.67
23801,10826,953,5,17.62
23802,10827,51,2,8.05
23803,10827,532,3,6.65
23804,10827,235,1,36.26
23805,10827,848,1,8.98
23806,10828,995,3,10.08
23807,10828,349,2,33.37
23808,10828,367,3,45.71
23809,10829,648,1,6.16
23810,10830,395,1,27.35
23811,10830,940,1,15.55
23812,10830,242,1,42.81
23813,10830,430,1,1715.86
23814,10830,460,2,56.45
23815,10831,613,1,56.75
23816,10831,218,1,36.8
23817,10832,355,1,13.76
23818,10832,715,2,25.06
23819,10832,835,2,5.27
23820,10832,708,1,48.5
23821,10833,858,3,16.7
23822,10833,259,3,30.11
23823,10833,30,4,22.83
23824,10834,944,3,39.46
23825,10835,803,3,14.98
23826,10835,62,1,12.05
23827,10836,904,1,6.11
23828,10836,210,4,14.55
23829,10837,110,3,33.55
23830,10838,330,2,28.94
23831,10838,332,4,158.96
23832,10838,903,1,42.55
23833,10839,206,5,11.84
23834,10839,963,1,41.43
23835,10839,624,1,25.45
23836,10839,303,2,18.95
23837,10839,521,2,50.38
23838,10840,752,1,4.17
23839,10840,341,5,56.33
23840,10841,89,1,3.51
23841,10842,202,1,60.09
23842,10843,511,4,7.71
23843,10844,898,3,69.83
23844,10844,50,1,12.57
23845,10844,951,1,23.92
23846,10845,382,1,806.19
23847,10846,578,4,18.63
23848,10846,122,3,65.93
23849,10846,600,1,46.74
23850,10846,928,1,115.47
23851,10847,555,1,37.01
23852,10847,548,1,24.1
23853,10848,672,1,219.41
23854,10848,477,1,55.34
23855,10848,891,1,50.18
23856,10849,371,2,7.7
23857,10849,135,1,176.99
23858,10850,109,1,5.43
23859,10850,73,2,1.69
23860,10850,802,2,31.49
23861,10850,852,1,39.79
23862,10850,98,3,57.12
23863,10851,86,1,17.52
23864,10851,852,3,39.79
23865,10852,750,1,1.2
23866,10852,840,3,899.86
23867,10853,415,2,232.32
23868,10853,340,5,30.59
23869,10853,447,1,1785.78
23870,10853,952,1,20.46
23871,10854,63,3,83.54
23872,10855,864,2,18.16
23873,10856,826,1,19.82
23874,10856,289,2,7.77
23875,10856,652,2,28.86
23876,10856,133,2,8.98
23877,10856,651,4,58.26
23878,10857,723,2,28.7
23879,10858,156,2,81.5
23880,10859,95,1,5.73
23881,10859,826,1,19.82
23882,10859,72,1,17.76
23883,10860,262,1,263.22
23884,10860,403,3,66.22
23885,10861,376,1,43.84
23886,10861,532,4,6.65
23887,10862,452,2,78.33
23888,10862,101,1,157.59
23889,10863,801,2,11.36
23890,10863,521,1,50.38
23891,10863,246,3,56.4
23892,10863,969,1,1658.18
23893,10864,804,3,4.2
23894,10864,785,1,29.92
23895,10865,904,1,6.11
23896,10865,100,1,29.82
23897,10865,291,1,49.08
23898,10866,934,1,43.8
23899,10866,184,2,22.7
23900,10867,812,4,8.97
23901,10868,500,2,17.42
23902,10868,587,2,18.95
23903,10868,12,1,19.86
23904,10869,271,1,33.0
23905,10870,693,2,3.31
23906,10871,275,3,11.59
23907,10871,764,1,19.57
23908,10872,281,1,298.32
23909,10872,100,1,29.82
23910,10873,298,2,29.4
23911,10873,517,1,5.79
23912,10874,301,4,31.34
23913,10874,334,1,23.39
23914,10875,131,2,44.85
23915,10875,660,2,47.23
23916,10876,530,2,35.3
23917,10877,1,1,62.31
23918,10877,381,2,1329.83
23919,10878,863,1,31.96
23920,10878,599,5,15.44
23921,10878,605,4,5.2
23922,10879,533,2,42.57
23923,10879,512,1,38.8
23924,10879,599,1,15.44
23925,10879,445,1,37.85
23926,10880,430,1,1715.86
23927,10881,42,2,19.87
23928,10881,437,1,115.3
23929,10882,271,2,33.0
23930,10882,304,2,8.1
23931,10883,330,1,28.94
23932,10883,103,1,12.43
23933,10884,850,2,55.09
23934,10885,84,1,261.71
23935,10886,785,2,29.92
23936,10886,498,1,38.11
23937,10887,697,1,117.03
23938,10888,414,1,992.94
23939,10889,604,3,1026.64
23940,10890,631,1,22.76
23941,10890,693,1,3.31
23942,10890,979,3,58.76
23943,10891,858,1,16.7
23944,10892,603,3,5.03
23945,10892,747,2,6.82
23946,10893,862,1,38.06
23947,10894,62,1,12.05
23948,10894,814,1,4.17
23949,10894,4,4,25.27
23950,10895,512,2,38.8
23951,10895,794,3,69.02
23952,10896,795,4,60.95
23953,10897,797,1,179.95
23954,10897,497,1,199.18
23955,10897,573,2,634.26
23956,10897,865,1,54.17
23957,10897,158,3,13.55
23958,10898,748,1,28.6
23959,10898,825,1,277.91
23960,10898,68,5,25.34
23961,10899,787,2,174.19
23962,10899,985,4,165.57
23963,10900,387,1,3.81
23964,10901,507,1,76.37
23965,10901,168,1,113.84
23966,10902,637,1,111.94
23967,10902,520,1,19.04
23968,10902,983,3,37.0
23969,10903,722,5,17.88
23970,10903,801,1,11.36
23971,10903,946,2,41.72
23972,10903,269,1,7.3
23973,10904,218,1,36.8
23974,10904,988,3,16.75
23975,10905,309,1,35.46
23976,10906,319,1,42.23
23977,10907,610,1,13.14
23978,10908,909,2,7.92
23979,10908,570,1,33.25
23980,10908,330,2,28.94
23981,10909,71,2,231.97
23982,10909,176,1,1.07
23983,10910,99,2,33.59
23984,10910,16,1,111.26
23985,10910,742,1,23.05
23986,10910,873,4,79.52
23987,10911,521,1,50.38
23988,10912,778,2,37.64
23989,10913,166,4,104.56
23990,10913,269,3,7.3
23991,10913,735,3,4.61
23992,10913,91,1,2.35
23993,10914,401,2,5.88
23994,10914,528,3,53.47
23995,10915,99,4,33.59
23996,10915,450,5,20.07
23997,10916,669,1,29.87
23998,10917,663,1,1.34
23999,10917,113,1,78.65
24000,10918,188,1,80.26
24001,10918,815,1,2.57
24002,10919,450,2,20.07
24003,10920,430,2,1715.86
24004,10920,7,1,6.62
24005,10921,536,3,109.78
24006,10921,672,1,219.41
24007,10921,169,1,89.64
24008,10922,667,2,121.79
24009,10922,904,2,6.11
24010,10923,112,2,30.59
24011,10923,426,1,5.26
24012,10924,210,2,14.55
24013,10924,154,1,76.42
24014,10924,918,1,17.21
24015,10925,364,2,1.88
24016,10925,593,1,184.15
24017,10926,977,2,72.78
24018,10926,34,2,58.71
24019,10926,985,2,165.57
24020,10926,676,1,146.37
24021,10926,211,3,59.86
24022,10927,905,4,28.01
24023,10928,723,1,28.7
24024,10928,365,1,6.0
24025,10928,685,1,94.45
24026,10929,333,4,100.28
24027,10929,16,1,111.26
24028,10929,726,1,30.62
24029,10929,689,1,8.16
24030,10930,996,2,45.34
24031,10931,924,1,31.72
24032,10931,144,2,36.06
24033,10932,108,1,14.65
24034,10932,572,1,8.1
24035,10933,145,2,15.7
24036,10933,987,1,9.07
24037,10933,421,1,11.55
24038,10933,429,1,209.57
24039,10934,426,4,5.26
24040,10935,393,1,58.43
24041,10935,501,5,34.1
24042,10936,275,1,11.59
24043,10937,184,1,22.7
24044,10938,54,3,26.65
24045,10938,369,1,83.31
24046,10938,575,1,38.01
24047,10939,477,3,55.34
24048,10939,885,2,55.3
24049,10940,212,2,91.34
24050,10941,98,3,57.12
24051,10941,810,2,162.66
24052,10941,334,1,23.39
24053,10941,690,1,542.07
24054,10941,501,1,34.1
24055,10942,914,1,3.2
24056,10942,797,1,179.95
24057,10943,658,1,5.88
24058,10943,621,3,6.03
24059,10944,681,1,1.95
24060,10944,438,1,14.07
24061,10945,32,1,36.96
24062,10945,585,1,104.42
24063,10946,462,2,57.24
24064,10946,744,2,13.7
24065,10947,114,4,59.32
24066,10947,380,1,39.77
24067,10947,588,1,7.58
24068,10948,286,1,58.8
24069,10948,5,3,53.73
24070,10949,424,2,9.98
24071,10949,964,2,12.19
24072,10950,962,1,24.38
24073,10951,953,1,17.62
24074,10951,102,5,37.12
24075,10952,737,1,9.84
24076,10952,876,1,30.32
24077,10953,926,4,63.41
24078,10953,108,1,14.65
24079,10953,767,2,24.62
24080,10954,102,2,37.12
24081,10954,238,1,18.26
24082,10954,967,4,44.66
24083,10955,491,2,18.35
24084,10955,243,1,39.73
24085,10956,248,3,23.91
24086,10957,145,1,15.7
24087,10958,618,1,54.28
24088,10958,74,1,33.05
24089,10959,646,1,7.41
24090,10960,339,1,6.49
24091,10960,257,2,21.38
24092,10960,654,3,12.67
24093,10961,742,1,23.05
24094,10961,176,2,1.07
24095,10961,616,2,39.56
24096,10961,687,2,96.47
24097,10962,549,3,26.14
24098,10962,998,1,174.67
24099,10963,134,1,27.85
24100,10963,935,3,52.96
24101,10964,14,2,11.65
24102,10964,932,1,976.52
24103,10964,308,2,59.15
24104,10965,200,1,187.12
24105,10965,216,2,34.68
24106,10965,373,5,81.98
24107,10966,999,1,27.68
24108,10966,807,1,10.55
24109,10967,654,1,12.67
24110,10968,901,1,7.76
24111,10969,455,2,142.5
24112,10970,583,1,58.4
24113,10970,748,2,28.6
24114,10971,29,1,19.36
24115,10971,411,1,824.57
24116,10972,310,1,41.75
24117,10973,744,1,13.7
24118,10974,839,1,15.77
24119,10974,375,3,455.17
24120,10974,723,1,28.7
24121,10974,645,3,25.15
24122,10975,489,1,54.83
24123,10976,650,1,1164.68
24124,10976,118,1,5.13
24125,10977,817,1,38.77
24126,10977,173,1,32.78
24127,10977,653,1,218.4
24128,10978,582,2,72.56
24129,10979,925,3,79.87
24130,10979,867,1,108.58
24131,10979,935,4,52.96
24132,10979,155,2,946.35
24133,10980,428,2,998.13
24134,10981,361,4,102.26
24135,10981,14,1,11.65
24136,10981,983,2,37.0
24137,10982,517,2,5.79
24138,10982,910,3,27.64
24139,10983,354,2,54.63
24140,10984,366,2,285.04
24141,10984,81,1,1219.28
24142,10985,169,2,89.64
24143,10985,332,1,158.96
24144,10986,373,1,81.98
24145,10987,828,2,39.44
24146,10987,902,1,70.91
24147,10987,170,1,71.4
24148,10987,126,1,19.01
24149,10988,116,1,27.32
24150,10989,76,1,165.95
24151,10989,29,4,19.36
24152,10990,905,4,28.01
24153,10990,66,2,28.34
24154,10991,512,3,38.8
24155,10991,339,1,6.49
24156,10991,818,1,38.49
24157,10991,849,1,15.52
24158,10992,909,2,7.92
24159,10992,84,2,261.71
24160,10993,999,4,27.68
24161,10993,596,2,4.06
24162,10994,548,3,24.1
24163,10994,828,1,39.44
24164,10994,562,2,48.28
24165,10994,828,1,39.44
24166,10995,464,4,99.11
24167,10996,467,3,4.17
24168,10996,737,1,9.84
24169,10997,693,1,3.31
24170,10997,545,1,37.85
24171,10997,782,1,936.25
24172,10997,533,3,42.57
24173,10998,156,2,81.5
24174,10999,291,2,49.08
24175,10999,694,1,60.64
24176,10999,507,3,76.37
24177,10999,19,1,386.9
24178,11000,753,1,113.55
24179,11001,81,1,1219.28
24180,11001,843,1,13.35
24181,11001,972,2,86.67
24182,11002,550,4,37.84
24183,11002,368,1,113.13
24184,11002,68,1,25.34
24185,11002,121,2,14.79
24186,11003,371,5,7.7
24187,11004,572,2,8.1
24188,11005,796,1,59.21
24189,11005,814,1,4.17
24190,11006,896,1,6.92
24191,11006,706,2,30.73
24192,11007,791,1,132.22
24193,11007,325,2,11.1
24194,11008,118,2,5.13
24195,11009,464,1,99.11
24196,11010,439,2,27.43
24197,11011,82,1,167.15
24198,11011,349,2,33.37
24199,11011,738,2,110.09
24200,11012,714,3,51.41
24201,11013,261,3,29.1
24202,11013,958,1,8.63
24203,11013,337,1,13.34
24204,11014,628,3,4.16
24205,11014,161,1,27.25
24206,11015,869,3,1427.49
24207,11015,493,1,31.04
24208,11015,328,4,61.93
24209,11016,667,4,121.79
24210,11017,430,1,1715.86
24211,11018,672,1,219.41
24212,11018,115,3,153.69
24213,11018,266,2,26.03
24214,11019,467,2,4.17
24215,11019,201,1,4.11
24216,11019,785,2,29.92
24217,11019,88,1,77.65
24218,11020,117,2,1.96
24219,11021,885,1,55.3
24220,11021,652,1,28.86
24221,11022,153,1,280.72
24222,11022,698,1,16.89
24223,11022,88,2,77.65
24224,11023,714,1,51.41
24225,11024,435,2,14.15
24226,11025,835,2,5.27
24227,11026,668,1,8.19
24228,11026,546,2,297.96
24229,11027,727,4,6.15
24230,11028,27,1,64.4
24231,11028,308,3,59.15
24232,11029,156,1,81.5
24233,11029,76,2,165.95
24234,11029,145,5,15.7
24235,11030,347,1,1.61
24236,11030,87,1,22.26
24237,11031,194,1,46.99
24238,11032,396,1,46.22
24239,11033,614,4,73.57
24240,11033,343,1,776.19
24241,11033,157,3,48.27
24242,11033,902,1,70.91
24243,11033,30,2,22.83
24244,11034,334,2,23.39
24245,11034,895,2,5.98
24246,11034,24,1,29.93
24247,11035,790,1,52.43
24248,11035,13,3,53.28
24249,11035,301,1,31.34
24250,11035,519,2,60.3
24251,11036,508,1,1571.59
24252,11037,987,4,9.07
24253,11037,535,5,1455.68
24254,11037,334,2,23.39
24255,11038,689,2,8.16
24256,11038,227,2,12.18
24257,11038,394,2,28.34
24258,11038,732,2,9.36
24259,11039,880,2,58.44
24260,11040,295,1,81.97
24261,11041,369,1,83.31
24262,11041,471,1,46.81
24263,11042,787,2,174.19
24264,11043,893,1,23.55
24265,11044,965,1,43.12
24266,11044,489,1,54.83
24267,11044,722,2,17.88
24268,11045,549,3,26.14
24269,11045,946,4,41.72
24270,11045,175,2,884.88
24271,11046,386,2,7.49
24272,11046,429,1,209.57
24273,11047,432,1,810.07
24274,11047,800,1,29.96
24275,11048,837,3,5.27
24276,11048,132,2,47.79
24277,11049,922,1,17.67
24278,11049,616,2,39.56
24279,11050,517,5,5.79
24280,11051,292,2,33.42
24281,11052,595,2,54.2
24282,11053,540,2,24.89
24283,11053,789,2,548.74
24284,11054,890,3,191.37
24285,11055,476,1,37.7
24286,11055,909,4,7.92
24287,11055,254,5,71.0
24288,11055,605,1,5.2
24289,11056,17,1,41.55
24290,11056,654,3,12.67
24291,11057,100,1,29.82
24292,11057,709,1,19.21
24293,11058,487,1,45.19
24294,11059,610,1,13.14
24295,11059,958,2,8.63
24296,11059,866,2,53.91
24297,11059,489,2,54.83
24298,11059,593,3,184.15
24299,11060,324,3,9.49
24300,11060,242,1,42.81
24301,11061,708,1,48.5
24302,11062,485,1,3.97
